Frame_Number,Time,TouchLeft,TouchRight,Box_FencerID1,Box_FencerID2,SkeletonID1,SkeletonID2
0,0.0,0,0,"1212,803,1443,1346","2255,824,2480,1353","1355,868;1342,915;1369,994;1432,1026;1308,1046;1323,1169;1314,1303;1292,908;1257,988;1279,1076;1261,1042;1295,1165;1298,1304","2347,908;2329,966;2319,1043;2248,1035;2346,1102;2331,1201;2392,1310;2414,956;2444,1034;2360,1064;2412,1102;2363,1207;2392,1312"
1,0.008341666666666667,0,0,"1211,802,1440,1339","2252,830,2475,1353","1352,870;1343,917;1367,994;1434,1024;1310,1048;1327,1166;1313,1300;1289,912;1262,991;1293,1071;1264,1044;1304,1162;1297,1302","2344,907;2328,965;2317,1043;2244,1035;2345,1102;2328,1202;2389,1311;2412,955;2442,1035;2355,1068;2411,1101;2363,1206;2392,1313"
2,0.016683333333333335,0,0,"1213,802,1441,1338","2248,825,2472,1352","1351,870;1344,916;1368,992;1428,1025;1314,1049;1326,1170;1314,1300;1289,913;1260,993;1281,1082;1267,1044;1306,1164;1307,1303","2342,907;2326,966;2315,1046;2241,1036;2345,1103;2326,1200;2387,1312;2409,955;2439,1034;2350,1065;2410,1102;2361,1206;2391,1314"
3,0.025025000000000002,0,0,"1211,802,1439,1338","2246,824,2471,1352","1357,868;1342,914;1366,992;1427,1024;1308,1045;1324,1169;1312,1299;1296,907;1262,986;1286,1070;1264,1040;1303,1163;1305,1301","2339,907;2323,966;2314,1047;2239,1035;2341,1102;2319,1198;2380,1311;2407,955;2438,1033;2348,1064;2407,1102;2361,1206;2395,1312"
4,0.03336666666666667,0,0,"1209,801,1437,1340","2246,819,2474,1353","1357,867;1343,912;1366,990;1425,1024;1309,1044;1323,1170;1312,1302;1297,906;1263,985;1286,1071;1266,1039;1304,1164;1307,1303","2335,905;2321,965;2313,1048;2237,1037;2339,1101;2312,1197;2367,1310;2405,953;2437,1031;2349,1064;2406,1101;2366,1206;2398,1311"
5,0.04170833333333333,0,0,"1212,803,1440,1341","2245,820,2473,1354","1360,868;1346,914;1370,993;1431,1025;1311,1046;1325,1169;1311,1301;1299,907;1264,985;1288,1067;1266,1040;1307,1164;1309,1302","2333,904;2318,965;2310,1048;2234,1038;2335,1100;2308,1196;2360,1308;2404,953;2435,1032;2350,1066;2403,1100;2366,1207;2398,1309"
6,0.050050000000000004,0,0,"1214,802,1444,1345","2242,824,2467,1353","1360,868;1348,913;1373,993;1433,1027;1315,1046;1326,1172;1315,1304;1299,908;1267,987;1291,1075;1270,1041;1310,1166;1314,1304","2332,906;2316,966;2308,1046;2233,1035;2331,1099;2301,1196;2349,1307;2402,954;2432,1033;2346,1068;2399,1100;2365,1205;2397,1308"
7,0.05839166666666667,0,0,"1216,802,1447,1346","2235,831,2457,1354","1360,868;1348,914;1374,993;1434,1027;1315,1047;1325,1173;1313,1304;1299,909;1267,989;1288,1080;1270,1042;1310,1167;1316,1305","2326,908;2315,967;2305,1048;2226,1037;2331,1099;2294,1196;2340,1310;2398,955;2428,1032;2337,1071;2398,1099;2365,1204;2398,1310"
8,0.06673333333333334,0,0,"1218,802,1449,1346","2230,835,2451,1355","1362,868;1351,914;1377,994;1435,1028;1319,1048;1326,1174;1314,1305;1302,909;1269,992;1286,1087;1274,1043;1311,1168;1318,1305","2320,909;2312,968;2304,1047;2222,1036;2330,1098;2289,1196;2329,1311;2394,955;2427,1031;2340,1070;2398,1098;2366,1205;2396,1312"
9,0.075075,0,0,"1217,802,1449,1347","2227,836,2448,1353","1360,867;1349,913;1376,994;1436,1029;1317,1047;1327,1173;1316,1305;1300,908;1269,990;1291,1082;1272,1042;1310,1167;1317,1306","2319,909;2310,967;2302,1047;2221,1037;2328,1097;2286,1194;2323,1310;2393,955;2425,1031;2339,1071;2396,1097;2365,1204;2394,1311"
10,0.08341666666666667,0,0,"1218,804,1448,1348","2224,839,2444,1352","1360,867;1354,911;1380,991;1434,1027;1322,1045;1326,1174;1313,1304;1301,907;1268,988;1281,1082;1276,1039;1314,1166;1321,1305","2316,907;2311,965;2303,1045;2220,1038;2328,1095;2281,1193;2312,1311;2389,953;2421,1029;2332,1070;2393,1095;2364,1203;2394,1312"
11,0.09175833333333333,0,0,"1218,806,1448,1349","2227,843,2444,1351","1362,867;1356,913;1381,993;1437,1029;1322,1047;1329,1173;1314,1305;1302,908;1270,990;1284,1082;1277,1041;1315,1167;1321,1306","2314,907;2307,966;2300,1045;2220,1038;2322,1095;2275,1194;2301,1310;2388,953;2418,1029;2335,1071;2388,1095;2367,1204;2396,1311"
12,0.10010000000000001,0,0,"1221,804,1451,1350","2226,844,2444,1353","1361,867;1355,913;1382,993;1438,1028;1324,1047;1330,1174;1317,1306;1302,908;1272,990;1289,1083;1278,1041;1317,1168;1324,1306","2316,910;2309,969;2297,1045;2218,1039;2324,1094;2272,1186;2287,1306;2387,954;2415,1026;2330,1066;2388,1093;2368,1198;2400,1305"
13,0.10844166666666667,0,0,"1223,803,1454,1350","2223,844,2443,1354","1363,868;1356,914;1383,994;1440,1028;1323,1049;1330,1175;1318,1306;1304,909;1272,992;1291,1084;1278,1043;1317,1170;1323,1307","2314,909;2307,968;2293,1045;2215,1038;2321,1094;2268,1186;2280,1303;2384,954;2410,1026;2325,1067;2383,1094;2365,1198;2398,1303"
14,0.11678333333333334,0,0,"1225,804,1456,1351","2217,841,2439,1353","1362,868;1355,915;1384,995;1442,1029;1325,1049;1333,1173;1321,1305;1303,910;1273,993;1296,1084;1279,1044;1316,1169;1322,1306","2309,903;2303,963;2293,1042;2214,1039;2318,1094;2267,1193;2277,1310;2383,951;2412,1028;2337,1072;2382,1094;2366,1203;2390,1310"
15,0.12512500000000001,0,0,"1226,803,1457,1351","2214,842,2437,1352","1364,868;1356,915;1384,994;1444,1028;1325,1048;1335,1173;1320,1305;1303,909;1273,990;1299,1076;1279,1043;1318,1168;1322,1306","2307,904;2301,964;2290,1043;2212,1039;2314,1096;2262,1195;2268,1309;2380,952;2408,1029;2335,1072;2378,1096;2365,1206;2389,1309"
16,0.13346666666666668,0,0,"1227,801,1457,1350","2211,840,2437,1353","1364,869;1355,916;1381,995;1443,1027;1326,1049;1337,1172;1321,1305;1302,911;1272,990;1304,1072;1278,1045;1318,1168;1320,1307","2306,904;2299,964;2287,1044;2210,1040;2312,1095;2259,1194;2260,1309;2379,952;2407,1029;2336,1072;2376,1095;2365,1205;2389,1309"
17,0.14180833333333334,0,0,"1228,801,1459,1350","2206,837,2436,1353","1365,870;1357,917;1384,995;1444,1026;1327,1050;1337,1173;1322,1304;1304,912;1273,992;1301,1076;1279,1046;1319,1169;1321,1306","2304,904;2299,966;2283,1045;2203,1041;2312,1098;2255,1195;2254,1312;2377,952;2405,1029;2328,1074;2375,1097;2365,1207;2390,1311"
18,0.15015,0,0,"1230,803,1460,1350","2201,838,2434,1352","1365,870;1357,917;1385,995;1447,1026;1328,1050;1339,1171;1324,1304;1305,911;1276,992;1308,1075;1281,1046;1321,1168;1324,1306","2303,904;2300,965;2282,1044;2200,1039;2314,1097;2254,1194;2248,1311;2375,952;2402,1029;2326,1074;2376,1097;2366,1206;2392,1310"
19,0.15849166666666667,0,0,"1231,804,1461,1350","2197,837,2431,1351","1365,870;1355,916;1382,994;1447,1026;1327,1046;1340,1169;1324,1304;1305,911;1277,988;1317,1065;1280,1043;1324,1165;1325,1307","2300,904;2297,965;2278,1042;2198,1039;2310,1096;2251,1193;2241,1311;2372,953;2398,1029;2325,1075;2371,1096;2365,1205;2392,1310"
20,0.16683333333333333,0,0,"1231,803,1461,1350","2193,839,2430,1350","1366,870;1356,917;1381,994;1447,1024;1328,1046;1343,1169;1327,1304;1306,911;1279,987;1323,1062;1282,1043;1328,1164;1326,1307","2298,902;2295,964;2275,1041;2194,1037;2309,1096;2246,1193;2232,1312;2371,951;2397,1028;2323,1075;2370,1096;2365,1205;2392,1310"
21,0.175175,0,0,"1231,804,1462,1350","2192,840,2432,1349","1364,868;1353,915;1380,994;1448,1024;1328,1046;1344,1168;1327,1304;1305,909;1282,988;1335,1061;1283,1043;1330,1164;1325,1307","2296,903;2293,967;2273,1044;2193,1041;2306,1099;2243,1194;2226,1312;2369,953;2394,1030;2322,1076;2367,1099;2365,1206;2392,1310"
22,0.18351666666666666,0,0,"1232,804,1463,1350","2188,843,2431,1349","1365,869;1356,917;1382,994;1449,1024;1330,1046;1344,1168;1327,1305;1306,910;1281,988;1329,1060;1284,1043;1330,1164;1325,1308","2294,904;2290,968;2267,1044;2188,1039;2303,1100;2241,1193;2222,1313;2367,954;2393,1031;2324,1075;2364,1099;2364,1205;2390,1309"
23,0.19185833333333333,0,0,"1231,804,1463,1351","2182,846,2429,1348","1366,870;1356,918;1380,994;1450,1022;1330,1045;1349,1165;1328,1303;1305,911;1283,985;1343,1046;1284,1043;1335,1161;1327,1306","2291,906;2288,968;2265,1044;2185,1038;2303,1099;2240,1191;2218,1311;2362,955;2389,1032;2321,1077;2362,1099;2362,1203;2390,1307"
24,0.20020000000000002,0,0,"1232,801,1466,1352","2178,845,2428,1348","1367,870;1357,919;1380,996;1450,1025;1332,1046;1350,1165;1329,1301;1305,911;1280,987;1336,1053;1284,1044;1334,1162;1328,1304","2289,906;2287,969;2263,1045;2181,1040;2301,1101;2234,1192;2210,1313;2360,956;2387,1033;2316,1080;2360,1101;2361,1205;2393,1309"
25,0.20854166666666668,0,0,"1230,801,1465,1352","2171,843,2428,1350","1368,870;1360,918;1383,994;1452,1025;1332,1045;1349,1164;1325,1299;1305,911;1279,986;1335,1052;1284,1042;1337,1161;1328,1302","2280,903;2283,967;2257,1039;2173,1040;2302,1100;2236,1193;2209,1313;2351,953;2381,1024;2325,1074;2360,1099;2360,1211;2386,1314"
26,0.21688333333333334,0,0,"1231,801,1466,1352","2165,840,2426,1350","1368,871;1361,921;1382,995;1453,1024;1334,1047;1353,1165;1329,1299;1304,913;1278,987;1336,1049;1283,1044;1336,1162;1327,1302","2286,906;2285,969;2260,1044;2180,1039;2298,1101;2231,1193;2203,1311;2357,957;2381,1035;2314,1077;2355,1102;2361,1205;2398,1308"
27,0.225225,0,0,"1230,800,1466,1352","2159,840,2424,1350","1371,873;1364,922;1382,996;1453,1024;1336,1047;1356,1163;1332,1297;1305,913;1276,987;1329,1051;1284,1044;1336,1160;1329,1301","2283,907;2282,971;2256,1044;2176,1039;2296,1103;2228,1195;2200,1313;2354,958;2377,1036;2309,1079;2351,1104;2359,1207;2397,1310"
28,0.23356666666666667,0,0,"1231,800,1468,1352","2155,839,2423,1349","1369,871;1360,924;1380,1000;1456,1024;1336,1051;1363,1163;1340,1298;1303,913;1279,989;1348,1044;1284,1050;1334,1163;1322,1302","2281,907;2280,971;2253,1045;2173,1040;2294,1103;2226,1195;2196,1314;2351,959;2373,1037;2306,1081;2348,1104;2357,1207;2396,1311"
29,0.24190833333333334,0,0,"1233,800,1471,1352","2151,842,2423,1349","1369,871;1363,925;1385,1000;1461,1024;1337,1052;1364,1163;1343,1298;1303,914;1277,991;1342,1048;1284,1051;1333,1163;1325,1302","2277,909;2277,968;2244,1039;2164,1040;2293,1102;2223,1199;2190,1312;2343,960;2368,1038;2302,1085;2344,1102;2355,1209;2397,1311"
30,0.25025000000000003,0,0,"1234,800,1474,1353","2150,848,2422,1349","1370,867;1363,921;1385,999;1464,1024;1337,1051;1367,1163;1345,1296;1304,910;1279,989;1350,1045;1284,1050;1334,1163;1323,1300","2273,910;2273,970;2238,1041;2158,1039;2290,1104;2220,1199;2186,1313;2339,961;2364,1038;2300,1084;2341,1103;2355,1210;2398,1311"
31,0.25859166666666666,0,0,"1236,800,1479,1354","2148,847,2424,1350","1369,867;1364,921;1388,999;1467,1026;1339,1051;1369,1163;1347,1297;1303,911;1280,990;1353,1047;1286,1050;1337,1164;1325,1301","2271,910;2270,970;2234,1040;2154,1037;2286,1105;2217,1200;2184,1314;2336,962;2361,1038;2298,1085;2338,1105;2354,1212;2396,1313"
32,0.26693333333333336,0,0,"1240,800,1485,1356","2145,851,2423,1349","1371,871;1365,923;1389,999;1470,1029;1339,1051;1368,1163;1344,1297;1304,913;1280,990;1355,1050;1285,1049;1338,1164;1326,1301","2265,909;2264,971;2235,1039;2153,1041;2282,1103;2218,1198;2189,1316;2334,959;2359,1028;2306,1080;2340,1101;2347,1216;2380,1315"
33,0.275275,0,0,"1239,799,1487,1354","2143,856,2422,1349","1374,871;1366,924;1389,1000;1471,1026;1342,1053;1373,1164;1350,1293;1307,915;1284,992;1362,1049;1289,1052;1340,1164;1328,1298","2267,913;2264,972;2228,1041;2150,1039;2281,1106;2213,1201;2184,1314;2332,965;2355,1038;2294,1085;2332,1105;2350,1213;2395,1313"
34,0.2836166666666667,0,0,"1239,798,1489,1354","2139,853,2423,1350","1375,870;1366,924;1388,1000;1473,1025;1342,1052;1376,1163;1352,1294;1309,914;1286,990;1373,1044;1289,1051;1344,1164;1327,1299","2264,913;2261,973;2226,1042;2149,1041;2277,1106;2210,1201;2183,1315;2330,965;2353,1038;2292,1085;2329,1106;2347,1214;2394,1315"
35,0.2919583333333333,0,0,"1238,798,1489,1354","2134,853,2421,1350","1372,870;1365,924;1389,1001;1472,1025;1345,1054;1379,1163;1358,1293;1306,914;1286,993;1369,1046;1291,1054;1340,1165;1326,1298","2260,912;2257,972;2223,1042;2144,1041;2273,1106;2206,1200;2181,1315;2327,964;2352,1038;2289,1085;2327,1105;2344,1213;2391,1315"
36,0.3003,0,0,"1237,799,1488,1352","2130,857,2417,1349","1374,869;1367,925;1391,1003;1475,1025;1347,1057;1383,1165;1360,1294;1307,915;1287,995;1375,1047;1293,1057;1340,1168;1319,1299","2257,913;2254,973;2220,1043;2141,1041;2270,1106;2203,1200;2180,1316;2324,964;2350,1038;2287,1085;2325,1105;2341,1214;2388,1315"
37,0.30864166666666665,0,0,"1237,799,1489,1351","2127,858,2415,1348","1375,869;1370,926;1393,1004;1477,1025;1349,1057;1387,1163;1368,1294;1307,915;1284,996;1367,1051;1293,1057;1338,1168;1318,1298","2253,913;2250,973;2218,1044;2138,1042;2266,1106;2199,1200;2178,1315;2321,964;2347,1037;2283,1084;2322,1105;2337,1214;2385,1315"
38,0.31698333333333334,0,0,"1239,801,1492,1350","2123,858,2413,1348","1376,868;1371,927;1394,1006;1481,1026;1351,1059;1392,1164;1374,1294;1309,915;1289,996;1382,1045;1296,1060;1343,1169;1318,1299","2248,911;2246,972;2215,1045;2136,1043;2264,1105;2197,1198;2177,1315;2317,962;2344,1036;2280,1083;2319,1104;2335,1213;2386,1315"
39,0.32532500000000003,0,0,"1238,800,1493,1350","2122,858,2414,1348","1378,867;1372,926;1394,1006;1480,1026;1353,1058;1393,1163;1376,1296;1308,914;1287,997;1374,1050;1296,1059;1342,1169;1320,1301","2246,912;2244,973;2212,1046;2134,1044;2261,1106;2195,1199;2175,1314;2314,964;2339,1037;2278,1085;2315,1105;2334,1214;2384,1314"
40,0.33366666666666667,0,0,"1238,800,1493,1351","2117,854,2413,1348","1378,866;1372,927;1394,1007;1481,1025;1354,1060;1395,1164;1376,1296;1309,915;1289,997;1382,1045;1297,1061;1343,1171;1318,1301","2238,911;2240,973;2209,1046;2129,1043;2259,1105;2192,1198;2176,1314;2306,962;2335,1037;2271,1086;2313,1105;2329,1213;2382,1314"
41,0.34200833333333336,0,0,"1238,798,1495,1350","2114,851,2413,1349","1381,867;1375,925;1398,1005;1484,1026;1356,1058;1395,1163;1379,1297;1309,914;1285,997;1370,1054;1297,1058;1340,1169;1320,1300","2237,911;2238,972;2207,1046;2127,1043;2257,1104;2190,1198;2176,1313;2305,962;2333,1037;2269,1088;2311,1104;2326,1213;2379,1313"
42,0.35035,0,0,"1237,797,1496,1351","2112,849,2415,1350","1381,866;1376,925;1399,1005;1484,1026;1357,1057;1398,1162;1384,1295;1309,913;1285,997;1367,1056;1298,1058;1338,1168;1319,1299","2233,911;2235,972;2204,1046;2123,1043;2255,1105;2188,1198;2174,1314;2302,962;2333,1039;2268,1092;2309,1105;2324,1214;2378,1314"
43,0.3586916666666667,0,0,"1238,796,1497,1350","2109,843,2415,1351","1383,865;1377,924;1398,1005;1487,1026;1357,1055;1400,1161;1385,1297;1311,911;1288,994;1378,1051;1298,1056;1344,1167;1321,1301","2229,911;2231,973;2201,1047;2122,1043;2252,1106;2186,1197;2175,1315;2298,962;2328,1038;2264,1087;2306,1105;2321,1214;2378,1314"
44,0.3670333333333333,0,0,"1239,795,1500,1351","2108,846,2413,1351","1385,865;1380,923;1401,1005;1488,1028;1361,1055;1401,1161;1386,1299;1311,911;1286,996;1368,1058;1300,1055;1341,1167;1321,1301","2225,911;2229,971;2198,1045;2119,1043;2250,1104;2184,1197;2174,1313;2294,961;2326,1036;2263,1086;2304,1103;2318,1213;2375,1313"
45,0.375375,0,0,"1242,795,1504,1351","2107,846,2413,1351","1391,858;1382,918;1397,1005;1492,1024;1365,1054;1410,1161;1390,1299;1314,905;1290,989;1385,1048;1303,1054;1348,1169;1322,1303","2222,912;2226,973;2194,1046;2113,1040;2248,1106;2181,1198;2173,1313;2290,962;2323,1038;2257,1086;2302,1105;2316,1215;2374,1313"
46,0.38371666666666665,0,0,"1246,797,1510,1352","2106,851,2410,1352","1390,859;1382,919;1403,1005;1500,1021;1366,1056;1413,1163;1397,1298;1316,906;1296,990;1399,1044;1306,1057;1349,1172;1319,1302","2217,911;2222,972;2190,1046;2109,1041;2245,1105;2179,1198;2175,1313;2287,961;2322,1037;2256,1087;2301,1104;2312,1216;2370,1314"
47,0.39205833333333334,0,0,"1248,796,1514,1353","2102,852,2404,1352","1393,856;1383,916;1404,1004;1503,1020;1366,1054;1417,1163;1403,1302;1318,903;1296,987;1403,1044;1306,1055;1350,1173;1315,1305","2216,913;2220,974;2187,1047;2106,1040;2242,1106;2178,1200;2174,1313;2286,963;2320,1038;2256,1088;2298,1105;2311,1216;2362,1314"
48,0.40040000000000003,0,0,"1248,798,1513,1350","2100,849,2403,1352","1391,857;1384,918;1405,1006;1502,1021;1368,1055;1419,1164;1409,1302;1316,905;1294,989;1394,1047;1307,1055;1350,1173;1317,1306","2213,913;2219,975;2185,1047;2103,1038;2240,1108;2176,1202;2174,1313;2284,963;2318,1040;2251,1091;2296,1107;2310,1218;2360,1315"
49,0.40874166666666667,0,0,"1249,797,1514,1348","2095,848,2397,1353","1393,857;1385,918;1406,1005;1504,1021;1368,1056;1422,1164;1413,1301;1319,904;1297,989;1400,1046;1309,1056;1350,1174;1315,1304","2209,914;2215,976;2181,1049;2100,1038;2238,1108;2176,1202;2176,1314;2281,963;2315,1040;2251,1089;2294,1106;2306,1217;2349,1317"
50,0.41708333333333336,0,0,"1248,797,1514,1348","2093,848,2392,1353","1395,858;1388,920;1409,1007;1505,1022;1370,1056;1423,1162;1418,1299;1319,905;1294,990;1391,1050;1309,1056;1350,1172;1318,1303","2205,916;2211,978;2176,1050;2095,1039;2233,1109;2173,1202;2175,1313;2277,965;2313,1042;2248,1090;2290,1107;2301,1216;2338,1316"
51,0.425425,0,0,"1249,801,1515,1349","2094,857,2387,1353","1392,858;1387,921;1409,1008;1506,1021;1370,1058;1426,1161;1424,1299;1318,906;1296,990;1395,1047;1311,1058;1349,1172;1316,1303","2200,919;2207,981;2172,1052;2092,1041;2230,1110;2171,1201;2174,1313;2273,967;2311,1043;2249,1090;2287,1108;2298,1216;2333,1316"
52,0.4337666666666667,0,0,"1251,801,1520,1350","2094,864,2384,1353","1393,859;1388,921;1413,1007;1510,1019;1371,1056;1429,1162;1432,1302;1320,906;1298,989;1398,1047;1313,1057;1351,1174;1313,1305","2198,918;2203,980;2170,1052;2091,1040;2225,1110;2167,1200;2172,1313;2270,967;2309,1043;2247,1089;2284,1109;2292,1216;2327,1317"
53,0.4421083333333333,0,0,"1253,803,1522,1349","2096,869,2382,1353","1393,859;1390,921;1416,1008;1512,1020;1374,1058;1431,1163;1437,1302;1320,907;1300,991;1397,1053;1315,1058;1350,1174;1315,1305","2195,921;2194,981;2173,1051;2089,1048;2217,1108;2161,1199;2171,1315;2271,967;2307,1040;2248,1095;2281,1105;2280,1218;2320,1316"
54,0.45045,0,0,"1254,805,1523,1347","2095,866,2381,1350","1394,858;1390,920;1416,1009;1514,1020;1374,1057;1434,1163;1441,1302;1322,906;1303,990;1407,1048;1317,1058;1354,1175;1316,1305","2193,919;2191,979;2171,1050;2085,1045;2214,1108;2156,1200;2170,1315;2271,966;2308,1040;2244,1097;2281,1106;2277,1219;2318,1317"
55,0.45879166666666665,0,0,"1256,809,1524,1346","2091,863,2380,1352","1396,867;1393,926;1421,1007;1511,1024;1373,1056;1432,1162;1448,1303;1325,912;1303,995;1386,1060;1317,1056;1352,1172;1320,1304","2188,924;2190,987;2164,1062;2083,1055;2211,1115;2152,1201;2163,1316;2263,970;2300,1048;2232,1099;2272,1113;2276,1219;2328,1319"
56,0.46713333333333334,0,0,"1257,810,1526,1345","2089,861,2380,1352","1401,872;1396,924;1428,1003;1504,1027;1375,1058;1432,1168;1455,1302;1333,919;1310,996;1379,1060;1323,1059;1345,1174;1322,1300","2187,920;2188,982;2159,1057;2072,1042;2211,1112;2148,1205;2161,1317;2265,968;2304,1049;2232,1108;2276,1112;2282,1221;2326,1321"
